id,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,Unemployment,YouthUnemployment,LongTermUnemployment,FemaleUnemployment,OtherDependentVar,LaggedEPL,OECDMethodologyIndex,LawBased,SurveyBased,EFWIndex,EPLtype,InteractedEPL,CrossSection,CountryFixedEffects,StartYearData,EndYearData,PostCrisisData,YearAverage,OECDCountriesOnly,NonOECDcountries,MixofCountries,OLS,GMM,FGLS,IV,OtherEstimator,JournalName,LaborJournal,YearofPublication,Primary,Crossauthor,Prior,UBR,TaxWedge,GDPgrowth,ACCU,RealInterestRate,ProductMarketRegulation,NonFeldmann
7,Feldmann 2006a,1,-1.14,0.674556213,-1.69,74,45,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,-0.88,0.715447154,-1.23,74,45,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,-0.77,0.719626168,-1.07,74,45,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,-1.09,0.736486486,-1.48,74,45,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,-0.99,0.673469388,-1.47,74,45,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,2.96,1.81595092,1.63,103,74,0,0,1,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,2.01,1.620967742,1.24,103,74,0,0,1,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,3.92,1.781818182,2.2,103,74,0,0,1,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,2.85,1.71686747,1.66,103,74,0,0,1,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,3.6,1.978021978,1.82,103,74,0,0,1,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
8,Feldmann 2009a,-1,-2.24,1.066666667,-2.1,159,68,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-3.41,1.353174603,-2.52,154,81,0,0,0,1,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-9.19,2.610795455,-3.52,130,63,0,1,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-2.13,1.070351759,-1.99,159,69,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-2.13,1.086734694,-1.96,159,68,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,1,0,0,0,0
8,Feldmann 2009a,-1,-2.01,1.063492063,-1.89,159,67,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-2.11,0.959090909,-2.2,159,67,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
8,Feldmann 2009a,-1,-2.76,1.194805195,-2.31,139,51,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,1,0,0
8,Feldmann 2009a,-1,-2.45,1.134259259,-2.16,156,56,1,0,0,0,0,1,0,0,0,1,EFWI,0,0,1,2000,2003,0,0,0,0,1,0,0,1,0,0,Journal of Comparative Economics,0,2009,1,0,1,1,0,0,0,0,0,0
9,Flaig and Rottmann 2013,1,1.147,0.124,9.25,671,604,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,2000,0,0,1,0,0,1,0,0,0,0,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
9,Flaig and Rottmann 2013,1,1.153,0.122,9.450819672,671,604,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,2000,0,0,1,0,0,0,0,1,0,0,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
9,Flaig and Rottmann 2013,1,0.999,0.152,6.572368421,531,464,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1970,2000,0,0,1,0,0,1,0,0,0,0,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
9,Flaig and Rottmann 2013,1,0.084,0.184,0.456521739,446,379,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1975,2000,0,0,1,0,0,1,0,0,0,0,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
9,Flaig and Rottmann 2013,1,0.744,0.347,2.144092219,671,604,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,2000,0,0,1,0,0,0,0,0,0,1,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
9,Flaig and Rottmann 2013,1,0.745,0.349,2.134670487,671,585,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,2000,0,0,1,0,0,0,0,0,0,1,Empirica,0,2013,0,0,0,1,1,0,0,0,0,1
10,Heimberger et al. 2017,1,0.485,1.782,0.272166105,297,252,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,0,0,0,1
10,Heimberger et al. 2017,1,1.66,0.936,1.773504274,297,250,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,-0.134,1.204,-0.111295681,297,250,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,0,1,0,1
10,Heimberger et al. 2017,1,1.391,0.904,1.538716814,297,249,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.088,0.274,0.321167883,286,275,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,1.681,0.726,2.315426997,44,33,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,1,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,-2.48,1.401,-1.770164168,168,134,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,0,0,0,1
10,Heimberger et al. 2017,1,0.591,0.973,0.607399794,168,132,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,0.311,0.95,0.327368421,168,132,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,0,1,0,1
10,Heimberger et al. 2017,1,0.529,0.914,0.578774617,168,131,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,0.046,0.314,0.146496815,168,157,0,0,0,0,1,0,1,0,0,0,OECD,0,0,0,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,0.147,1.063,0.138287865,168,130,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,1.727,0.749,2.305740988,297,248,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,-0.355,0.702,-0.505698006,286,275,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.776,1.56,0.497435897,168,131,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.614,0.621,0.988727858,154,143,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,1.093,0.725,1.507586207,286,232,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.903,0.662,1.364048338,286,232,0,0,0,0,1,1,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,1.725,0.839,2.05601907,286,235,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,1.337,0.792,1.688131313,286,229,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.325,0.685,0.474452555,286,229,0,0,0,0,1,1,1,0,0,0,OECD,0,0,1,1985,2011,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,0,0,1,1,0,1
10,Heimberger et al. 2017,1,0.714,0.804,0.888059701,286,243,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,-0.555,1.148,-0.483449477,286,243,0,0,0,0,1,1,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,0.332,0.87,0.381609195,286,246,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,0.748,0.821,0.911084044,286,240,0,0,0,0,1,0,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
10,Heimberger et al. 2017,1,-0.704,1.107,-0.635953026,286,240,0,0,0,0,1,1,1,0,0,0,OECD,0,0,1,2001,2012,1,0,1,0,0,1,0,0,0,0,Journal of Policy Modeling,0,2017,0,0,0,1,1,0,1,1,0,1
11,Nickell 1997,1,-0.0032,0.03,-0.106666667,40,29,1,0,0,0,0,0,1,0,0,0,OECD,0,1,0,1983,1994,0,0,1,0,0,0,0,1,0,0,Journal of Economic Perspectives,0,1997,0,0,0,1,0,0,0,0,0,1
11,Nickell 1997,1,0.051,0.034,1.5,38,27,0,0,1,0,0,0,1,0,0,0,OECD,0,1,0,1983,1994,0,0,1,0,0,0,0,1,0,0,Journal of Economic Perspectives,0,1997,0,0,0,1,0,0,0,0,0,1
11,Nickell 1997,1,-0.046,0.024,-1.916666667,38,27,0,0,0,0,1,0,1,0,0,0,OECD,0,1,0,1983,1994,0,0,1,0,0,0,0,1,0,0,Journal of Economic Perspectives,0,1997,0,0,0,1,0,0,0,0,0,1
12,Nickell 1998,1,0.052,0.037142857,1.4,38,26,0,0,1,0,0,0,1,0,0,0,OECD,0,1,0,1983,1994,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,1998,0,0,1,1,0,0,0,0,0,1
12,Nickell 1998,1,-0.061,0.021785714,-2.8,38,26,0,0,0,0,1,0,1,0,0,0,OECD,0,1,0,1983,1994,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,1998,0,0,1,1,0,0,0,0,0,1
13,Nickell et al. 2005,1,0.15,0.166666667,0.9,600,509,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1961,1995,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,2005,0,1,1,1,0,0,0,1,0,1
13,Nickell et al. 2005,1,0.09,0.18,0.5,600,508,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1961,1995,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,2005,0,1,1,1,0,0,0,1,0,1
13,Nickell et al. 2005,1,0.15,0.166666667,0.9,579,488,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1961,1995,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,2005,0,1,1,1,0,0,0,1,0,1
13,Nickell et al. 2005,1,-0.37,0.264285714,-1.4,600,502,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1961,1995,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,2005,0,1,1,1,0,0,0,1,0,1
13,Nickell et al. 2005,1,-0.36,0.257142857,-1.4,579,482,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1961,1995,0,0,1,0,0,0,0,1,0,0,The Economic Journal,0,2005,0,1,1,1,0,0,0,1,0,1
14,Scarpetta 1996,1,0.46,0.12568306,3.66,177,142,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,0.49,0.126943005,3.86,177,143,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,0.38,0.120253165,3.16,177,142,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.36,0.117647059,3.06,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.4,0.120481928,3.32,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,1,0,1
14,Scarpetta 1996,1,0.28,0.117647059,2.38,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.33,0.114186851,2.89,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.13,0.136842105,0.95,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.12,0.12,1,177,141,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.31,0.128099174,2.42,181,145,0,0,1,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.37,0.140151515,2.64,181,146,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,0.37,0.140151515,2.64,181,147,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,0.37,0.138059701,2.68,181,146,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.39,0.142335766,2.74,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.27,0.154285714,1.75,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,1,0,1
14,Scarpetta 1996,1,0.37,0.139097744,2.66,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.12,0.193548387,0.62,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.1,0.175438596,0.57,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.1,0.175438596,0.57,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,0.13,0.203125,0.64,181,145,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,1.57,0.272569444,5.76,165,132,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,2.05,0.367383513,5.58,165,133,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,0,0,0,0,0,1
14,Scarpetta 1996,1,2.18,0.376511226,5.79,165,132,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,2.04,0.366906475,5.56,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,2.09,0.371886121,5.62,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,1,0,1
14,Scarpetta 1996,1,2.41,0.456439394,5.28,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,2.02,0.362007168,5.58,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,1.33,0.498127341,2.67,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,1.25,0.492125984,2.54,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
14,Scarpetta 1996,1,1.41,0.498233216,2.83,165,131,0,1,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,1993,0,0,1,0,0,0,0,1,0,0,OECD Economic Studies,0,1996,0,1,0,1,1,0,0,0,0,1
15,Stockhammer and Kl_r 2011,1,-1.32,1.346938776,-0.98,100,67,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,0,0,1,1
15,Stockhammer and Kl_r 2011,1,-0.9,0.666666667,-1.35,93,56,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,0,1,1,1
15,Stockhammer and Kl_r 2011,1,-0.72,0.685714286,-1.05,93,55,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
15,Stockhammer and Kl_r 2011,1,-0.63,0.6,-1.05,93,59,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
15,Stockhammer and Kl_r 2011,1,-0.77,0.6875,-1.12,93,54,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
15,Stockhammer and Kl_r 2011,1,-0.79,0.658333333,-1.2,73,59,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
15,Stockhammer and Kl_r 2011,1,-0.82,1.576923077,-0.52,156,125,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,0,1
15,Stockhammer and Kl_r 2011,1,-1.09,1.535211268,-0.71,149,114,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,0,1,0,1
15,Stockhammer and Kl_r 2011,1,-1.09,1.493150685,-0.73,149,113,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,0,1
15,Stockhammer and Kl_r 2011,1,-0.55,1.1,-0.5,149,117,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,0,1
15,Stockhammer and Kl_r 2011,1,-1.06,1.492957746,-0.71,149,112,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,0,1
15,Stockhammer and Kl_r 2011,1,-2.05,0.61746988,-3.32,129,117,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,0,1
15,Stockhammer and Kl_r 2011,1,-1.18,0.448669202,-2.63,93,55,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
15,Stockhammer and Kl_r 2011,1,-1.23,0.561643836,-2.19,93,55,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,0,1,1,1
15,Stockhammer and Kl_r 2011,1,-1.04,0.556149733,-1.87,93,54,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,0,1,1,1
15,Stockhammer and Kl_r 2011,1,-1.21,0.47826087,-2.53,93,54,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1983,2003,0,1,1,0,0,1,0,0,0,0,Cambridge Journal of Economics,0,2011,0,1,0,1,1,0,1,1,1,1
16,Stockhammer et al. 2014,1,0.055,1.341463415,0.041,45,37,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,2007,2011,1,0,1,0,0,1,0,0,0,0,European Journal of Economics and Economic Policies: Intervention,0,2014,0,0,1,1,0,0,0,1,0,1
